Count of elements - 10000
Car:   fuel tank capacity: 356; fuel consumption: 25; max speed: 293; max distance: 14
Bus:   fuel tank capacity: 178; fuel consumption: 811; max passengers: 155; max distance: 0
Truck: fuel tank capacity: 88; fuel consumption: 541; lifting capacity: 0; max distance: 0
Bus:   fuel tank capacity: 704; fuel consumption: 646; max passengers: 297; max distance: 1
Truck: fuel tank capacity: 586; fuel consumption: 994; lifting capacity: 0; max distance: 0
Truck: fuel tank capacity: 529; fuel consumption: 936; lifting capacity: 0; max distance: 0
Bus:   fuel tank capacity: 72; fuel consumption: 204; max passengers: 620; max distance: 0
Car:   fuel tank capacity: 944; fuel consumption: 9; max speed: 92; max distance: 104
Car:   fuel tank capacity: 682; fuel consumption: 684; max speed: 808; max distance: 0
Car:   fuel tank capacity: 515; fuel consumption: 305; max speed: 982; max distance: 1
Car:   fuel tank capacity: 33; fuel consumption: 135; max speed: 300; max distance: 0
Truck: fuel tank capacity: 126; fuel consumption: 795; lifting capacity: 0; max distance: 0
Car:   fuel tank capacity: 982; fuel consumption: 987; max speed: 42; max distance: 0
Truck: fuel tank capacity: 371; fuel consumption: 974; lifting capacity: 0; max distance: 0
Truck: fuel tank capacity: 250; fuel consumption: 240; lifting capacity: 0; max distance: 1
Bus:   fuel tank capacity: 849; fuel consumption: 939; max passengers: 753; max distance: 0
Truck: fuel tank capacity: 205; fuel consumption: 697; lifting capacity: 0; max distance: 0
Bus:   fuel tank capacity: 465; fuel consumption: 396; max passengers: 548; max distance: 1
Truck: fuel tank capacity: 305; fuel consumption: 47; lifting capacity: 0; max distance: 6
Truck: fuel tank capacity: 619; fuel consumption: 665; lifting capacity: 0; max distance: 0
Bus:   fuel tank capacity: 951; fuel consumption: 758; max passengers: 827; max distance: 1
Car:   fuel tank capacity: 981; fuel consumption: 184; max speed: 502; max distance: 5
Truck: fuel tank capacity: 814; fuel consumption: 159; lifting capacity: 0; max distance: 5
Truck: fuel tank capacity: 618; fuel consumption: 127; lifting capacity: 0; max distance: 4
Bus:   fuel tank capacity: 250; fuel consumption: 563; max passengers: 744; max distance: 0
Car:   fuel tank capacity: 335; fuel consumption: 474; max speed: 905; max distance: 0
Truck: fuel tank capacity: 1000; fuel consumption: 769; lifting capacity: 0; max distance: 1
Truck: fuel tank capacity: 873; fuel consumption: 308; lifting capacity: 0; max distance: 2
Truck: fuel tank capacity: 936; fuel consumption: 115; lifting capacity: 0; max distance: 8
Truck: fuel tank capacity: 115; fuel consumption: 344; lifting capacity: 0; max distance: 0
Car:   fuel tank capacity: 56; fuel consumption: 481; max speed: 735; max distance: 0
Bus:   fuel tank capacity: 656; fuel consumption: 579; max passengers: 295; max distance: 1
Bus:   fuel tank capacity: 843; fuel consumption: 129; max passengers: 97; max distance: 6
Bus:   fuel tank capacity: 523; fuel consumption: 97; max passengers: 258; max distance: 5
Bus:   fuel tank capacity: 847; fuel consumption: 433; max passengers: 550; max distance: 1
Bus:   fuel tank capacity: 905; fuel consumption: 286; max passengers: 695; max distance: 3
Car:   fuel tank capacity: 751; fuel consumption: 721; max speed: 298; max distance: 1
Bus:   fuel tank capacity: 96; fuel consumption: 425; max passengers: 936; max distance: 0
Truck: fuel tank capacity: 605; fuel consumption: 510; lifting capacity: 0; max distance: 1
Car:   fuel tank capacity: 645; fuel consumption: 324; max speed: 493; max distance: 1
Car:   fuel tank capacity: 434; fuel consumption: 912; max speed: 386; max distance: 0
Car:   fuel tank capacity: 547; fuel consumption: 109; max speed: 177; max distance: 5
Truck: fuel tank capacity: 733; fuel consumption: 850; lifting capacity: 0; max distance: 0
Bus:   fuel tank capacity: 596; fuel consumption: 586; max passengers: 10; max distance: 1
Truck: fuel tank capacity: 340; fuel consumption: 654; lifting capacity: 0; max distance: 0
Bus:   fuel tank capacity: 611; fuel consumption: 501; max passengers: 864; max distance: 1
Car:   fuel tank capacity: 7; fuel consumption: 817; max speed: 20; max distance: 0
Car:   fuel tank capacity: 313; fuel consumption: 807; max speed: 577; max distance: 0
Bus:   fuel tank capacity: 815; fuel consumption: 143; max passengers: 497; max distance: 5
Bus:   fuel tank capacity: 835; fuel consumption: 575; max passengers: 512; max distance: 1
Truck: fuel tank capacity: 624; fuel consumption: 67; lifting capacity: 0; max distance: 9
Bus:   fuel tank capacity: 434; fuel consumption: 480; max passengers: 950; max distance: 0
Bus:   fuel tank capacity: 985; fuel consumption: 626; max passengers: 758; max distance: 1
Bus:   fuel tank capacity: 200; fuel consumption: 561; max passengers: 560; max distance: 0
Bus:   fuel tank capacity: 175; fuel consumption: 97; max passengers: 866; max distance: 1
Bus:   fuel tank capacity: 875; fuel consumption: 94; max passengers: 990; max distance: 9
Bus:   fuel tank capacity: 614; fuel consumption: 630; max passengers: 492; max distance: 0
Truck: fuel tank capacity: 137; fuel consumption: 490; lifting capacity: 0; max distance: 0
Bus:   fuel tank capacity: 993; fuel consumption: 168; max passengers: 302; max distance: 5
Bus:   fuel tank capacity: 982; fuel consumption: 768; max passengers: 566; max distance: 1
Truck: fuel tank capacity: 945; fuel consumption: 210; lifting capacity: 0; max distance: 4
Bus:   fuel tank capacity: 474; fuel consumption: 863; max passengers: 197; max distance: 0
Car:   fuel tank capacity: 26; fuel consumption: 709; max speed: 880; max distance: 0
Car:   fuel tank capacity: 723; fuel consumption: 140; max speed: 73; max distance: 5
Bus:   fuel tank capacity: 535; fuel consumption: 239; max passengers: 265; max distance: 2
Bus:   fuel tank capacity: 694; fuel consumption: 682; max passengers: 881; max distance: 1
Truck: fuel tank capacity: 191; fuel consumption: 980; lifting capacity: 0; max distance: 0
Car:   fuel tank capacity: 176; fuel consumption: 171; max speed: 562; max distance: 1
Car:   fuel tank capacity: 481; fuel consumption: 859; max speed: 396; max distance: 0
Bus:   fuel tank capacity: 87; fuel consumption: 119; max passengers: 10; max distance: 0
Bus:   fuel tank capacity: 755; fuel consumption: 675; max passengers: 660; max distance: 1
Car:   fuel tank capacity: 928; fuel consumption: 972; max speed: 795; max distance: 0
Car:   fuel tank capacity: 289; fuel consumption: 71; max speed: 312; max distance: 4
Bus:   fuel tank capacity: 518; fuel consumption: 69; max passengers: 957; max distance: 7
Car:   fuel tank capacity: 410; fuel consumption: 557; max speed: 999; max distance: 0
Car:   fuel tank capacity: 238; fuel consumption: 841; max speed: 902; max distance: 0
Bus:   fuel tank capacity: 663; fuel consumption: 176; max passengers: 816; max distance: 3
Truck: fuel tank capacity: 835; fuel consumption: 784; lifting capacity: 0; max distance: 1
Car:   fuel tank capacity: 521; fuel consumption: 883; max speed: 898; max distance: 0
Bus:   fuel tank capacity: 650; fuel consumption: 683; max passengers: 69; max distance: 0
Car:   fuel tank capacity: 623; fuel consumption: 711; max speed: 145; max distance: 0
Truck: fuel tank capacity: 384; fuel consumption: 247; lifting capacity: 0; max distance: 1
Truck: fuel tank capacity: 817; fuel consumption: 63; lifting capacity: 0; max distance: 12
Bus:   fuel tank capacity: 236; fuel consumption: 176; max passengers: 339; max distance: 1
Car:   fuel tank capacity: 814; fuel consumption: 551; max speed: 872; max distance: 1
Truck: fuel tank capacity: 589; fuel consumption: 881; lifting capacity: 0; max distance: 0
Bus:   fuel tank capacity: 960; fuel consumption: 392; max passengers: 443; max distance: 2
Truck: fuel tank capacity: 9; fuel consumption: 924; lifting capacity: 0; max distance: 0
Car:   fuel tank capacity: 568; fuel consumption: 39; max speed: 476; max distance: 14
Bus:   fuel tank capacity: 787; fuel consumption: 311; max passengers: 79; max distance: 2
Truck: fuel tank capacity: 777; fuel consumption: 597; lifting capacity: 0; max distance: 1
Truck: fuel tank capacity: 330; fuel consumption: 370; lifting capacity: 0; max distance: 0
Car:   fuel tank capacity: 409; fuel consumption: 766; max speed: 326; max distance: 0
Car:   fuel tank capacity: 87; fuel consumption: 143; max speed: 543; max distance: 0
Bus:   fuel tank capacity: 745; fuel consumption: 603; max passengers: 312; max distance: 1
Bus:   fuel tank capacity: 493; fuel consumption: 918; max passengers: 387; max distance: 0
Car:   fuel tank capacity: 623; fuel consumption: 852; max speed: 493; max distance: 0
Car:   fuel tank capacity: 54; fuel consumption: 297; max speed: 631; max distance: 0
Bus:   fuel tank capacity: 828; fuel consumption: 717; max passengers: 775; max distance: 1
Car:   fuel tank capacity: 493; fuel consumption: 483; max speed: 222; max distance: 1
Car:   fuel tank capacity: 835; fuel consumption: 700; max speed: 845; max distance: 1
Bus:   fuel tank capacity: 354; fuel consumption: 557; max passengers: 487; max distance: 0
Truck: fuel tank capacity: 374; fuel consumption: 528; lifting capacity: 0; max distance: 0
Car:   fuel tank capacity: 307; fuel consumption: 500; max speed: 668; max distance: 0
Bus:   fuel tank capacity: 140; fuel consumption: 927; max passengers: 328; max distance: 0
Truck: fuel tank capacity: 152; fuel consumption: 858; lifting capacity: 0; max distance: 0
Bus:   fuel tank capacity: 728; fuel consumption: 705; max passengers: 947; max distance: 1
Truck: fuel tank capacity: 612; fuel consumption: 294; lifting capacity: 0; max distance: 2
Car:   fuel tank capacity: 588; fuel consumption: 745; max speed: 476; max distance: 0
Truck: fuel tank capacity: 140; fuel consumption: 488; lifting capacity: 0; max distance: 0
Car:   fuel tank capacity: 255; fuel consumption: 689; max speed: 922; max distance: 0
Truck: fuel tank capacity: 10; fuel consumption: 317; lifting capacity: 0; max distance: 0
Car:   fuel tank capacity: 670; fuel consumption: 101; max speed: 273; max distance: 6
Car:   fuel tank capacity: 533; fuel consumption: 265; max speed: 597; max distance: 2
Car:   fuel tank capacity: 318; fuel consumption: 991; max speed: 292; max distance: 0
Car:   fuel tank capacity: 186; fuel consumption: 948; max speed: 494; max distance: 0
Bus:   fuel tank capacity: 366; fuel consumption: 157; max passengers: 68; max distance: 2
Bus:   fuel tank capacity: 896; fuel consumption: 453; max passengers: 796; max distance: 1
Car:   fuel tank capacity: 788; fuel consumption: 460; max speed: 358; max distance: 1
Car:   fuel tank capacity: 773; fuel consumption: 794; max speed: 464; max distance: 0
Truck: fuel tank capacity: 179; fuel consumption: 460; lifting capacity: 0; max distance: 0
Truck: fuel tank capacity: 342; fuel consumption: 220; lifting capacity: 0; max distance: 1
Car:   fuel tank capacity: 274; fuel consumption: 344; max speed: 765; max distance: 0
Truck: fuel tank capacity: 805; fuel consumption: 829; lifting capacity: 0; max distance: 0
Truck: fuel tank capacity: 712; fuel consumption: 940; lifting capacity: 0; max distance: 0
Car:   fuel tank capacity: 646; fuel consumption: 6; max speed: 632; max distance: 107
Bus:   fuel tank capacity: 243; fuel consumption: 478; max passengers: 776; max distance: 0
Bus:   fuel tank capacity: 96; fuel consumption: 15; max passengers: 555; max distance: 6
Bus:   fuel tank capacity: 764; fuel consumption: 411; max passengers: 977; max distance: 1
Car:   fuel tank capacity: 567; fuel consumption: 363; max speed: 853; max distance: 1
Truck: fuel tank capacity: 317; fuel consumption: 676; lifting capacity: 0; max distance: 0
Car:   fuel tank capacity: 70; fuel consumption: 695; max speed: 387; max distance: 0
Truck: fuel tank capacity: 372; fuel consumption: 1000; lifting capacity: 0; max distance: 0
Bus:   fuel tank capacity: 701; fuel consumption: 125; max passengers: 777; max distance: 5
Bus:   fuel tank capacity: 724; fuel consumption: 887; max passengers: 798; max distance: 0
Car:   fuel tank capacity: 765; fuel consumption: 11; max speed: 611; max distance: 69
Truck: fuel tank capacity: 829; fuel consumption: 982; lifting capacity: 0; max distance: 0
Car:   fuel tank capacity: 469; fuel consumption: 942; max speed: 269; max distance: 0
Bus:   fuel tank capacity: 193; fuel consumption: 395; max passengers: 295; max distance: 0
Car:   fuel tank capacity: 664; fuel consumption: 643; max speed: 886; max distance: 1
Truck: fuel tank capacity: 42; fuel consumption: 619; lifting capacity: 0; max distance: 0
Car:   fuel tank capacity: 605; fuel consumption: 771; max speed: 736; max distance: 0
Car:   fuel tank capacity: 755; fuel consumption: 486; max speed: 507; max distance: 1
Bus:   fuel tank capacity: 355; fuel consumption: 405; max passengers: 384; max distance: 0
Truck: fuel tank capacity: 359; fuel consumption: 681; lifting capacity: 0; max distance: 0
Truck: fuel tank capacity: 484; fuel consumption: 500; lifting capacity: 0; max distance: 0
Truck: fuel tank capacity: 77; fuel consumption: 700; lifting capacity: 0; max distance: 0
Bus:   fuel tank capacity: 972; fuel consumption: 54; max passengers: 793; max distance: 18
Bus:   fuel tank capacity: 496; fuel consumption: 812; max passengers: 172; max distance: 0
Car:   fuel tank capacity: 505; fuel consumption: 686; max speed: 596; max distance: 0
Truck: fuel tank capacity: 648; fuel consumption: 259; lifting capacity: 0; max distance: 2
Car:   fuel tank capacity: 411; fuel consumption: 774; max speed: 525; max distance: 0
Bus:   fuel tank capacity: 938; fuel consumption: 723; max passengers: 679; max distance: 1
Truck: fuel tank capacity: 670; fuel consumption: 327; lifting capacity: 0; max distance: 2
Bus:   fuel tank capacity: 480; fuel consumption: 6; max passengers: 83; max distance: 80
Car:   fuel tank capacity: 508; fuel consumption: 655; max speed: 565; max distance: 0
Car:   fuel tank capacity: 12; fuel consumption: 349; max speed: 842; max distance: 0
Bus:   fuel tank capacity: 79; fuel consumption: 610; max passengers: 446; max distance: 0
Bus:   fuel tank capacity: 219; fuel consumption: 876; max passengers: 954; max distance: 0
Car:   fuel tank capacity: 486; fuel consumption: 720; max speed: 93; max distance: 0
Car:   fuel tank capacity: 417; fuel consumption: 942; max speed: 661; max distance: 0
